RepName,length,RPKM (0h),t1/2 (h)
NM_007102,596,0,N.D.
NM_001048230,2937,0.22,N.D.
NM_005525,1415,0,N.D.
NM_024579,519,0,N.D.
NM_001001915,954,0,N.D.
NM_153254,2111,0.04,N.D.
NM_002432,1670,0.05,N.D.
NM_001004491,1008,0,N.D.
NM_000639,1909,0,N.D.
NM_201653,1448,0,N.D.
NM_153212,1243,0,N.D.
NM_016527,1696,0,N.D.
NM_002776,1580,0,N.D.
NM_006905,2306,0,N.D.
NM_002257,874,0,N.D.
NM_001828,641,0,N.D.
NM_016264,3733,0.64,N.D.
NM_182573,2186,0,N.D.
NM_004158,471,0,N.D.
NM_000148,4244,0.49,N.D.
NM_178449,459,0,N.D.
NM_001712,3497,0.05,N.D.
NM_006179,1021,0.27,N.D.
NM_017506,2138,0,N.D.
NM_033377,732,0,N.D.
NM_024318,3930,0.04,N.D.
NM_022103,3336,0.02,N.D.
NM_033183,880,0,N.D.
NM_000704,3582,0.07,N.D.
NM_032447,8967,0.03,N.D.
NM_001001524,1483,0.12,N.D.
NM_024898,2804,0.51,N.D.
NM_001005190,930,0,N.D.
NM_001011541,1448,0,N.D.
NM_199126,4144,0.86,N.D.
NM_001012729,3346,0,N.D.
NM_144685,2467,0.11,N.D.
NM_198538,957,0,N.D.
NM_002780,2059,0.13,N.D.
NM_005583,1510,0.12,N.D.
NM_006840,2114,0,N.D.
NM_016363,2263,0.63,N.D.
NM_002088,3555,0.02,N.D.
NM_178820,2338,0.03,N.D.
NM_145807,1898,0.04,N.D.
NM_014442,2967,0.03,N.D.
NM_176810,3157,0,N.D.
NM_001039884,3318,0,N.D.
NM_133492,795,0.11,N.D.
NM_021250,1365,0,N.D.
NM_024690,43816,0,N.D.
NM_019849,1918,0.04,N.D.
NM_175908,4204,0,N.D.
NM_152605,3083,0.06,N.D.
NM_006865,1624,0,N.D.
NM_182609,3510,0,N.D.
NM_001076675,6094,0,N.D.
NM_001817,1205,0,N.D.
NM_001523,2088,0.04,N.D.
NM_130786,3386,0,N.D.
NM_144687,3827,0,N.D.
NM_153375,2467,0.11,N.D.
NM_023002,3383,0,N.D.
NM_032152,2189,0,N.D.
NM_182577,1589,0,N.D.
NM_015692,5852,0.14,N.D.
NM_153257,3192,0.33,N.D.
NM_023035,7812,0.43,N.D.
NM_001001958,939,0,N.D.
NM_182574,1825,0.68,N.D.
NM_031429,1355,0.35,N.D.
NM_198477,870,0.1,N.D.
NM_014270,1790,0.31,N.D.
NM_005601,826,0,N.D.
NM_033258,213,0,N.D.
NM_020856,4407,0,N.D.
NM_001040701,3137,0,N.D.
NM_005543,810,0.11,N.D.
NM_001033719,1709,0.05,N.D.
NM_015063,4282,0.02,N.D.
NM_020633,1313,0.06,N.D.
NM_021016,1922,0,N.D.
NM_033329,2126,0,N.D.
NM_031886,4372,0,N.D.
NM_004646,4285,0,N.D.
NM_198478,1950,0.14,N.D.
NM_033341,2047,0,N.D.
NM_001012964,1527,0.05,N.D.
NM_153701,2100,0,N.D.
NM_003430,3839,0.25,N.D.
NM_000764,2281,0,N.D.
NM_001031850,1729,0,N.D.
NM_002002,1652,0,N.D.
NM_152354,2674,0.35,N.D.
NM_001024656,859,0,N.D.
NM_139284,2814,0.06,N.D.
NM_001005192,1002,0,N.D.
NM_024323,2420,0.55,N.D.
NM_001013841,1557,0.98,N.D.
NM_030657,970,0,N.D.
NM_001024596,5420,0.96,N.D.
NM_001420,4682,0,N.D.
NM_003830,2130,0,N.D.
NM_207393,662,0.28,N.D.
NM_031941,2410,0.11,N.D.
NM_013940,957,0,N.D.
NM_198535,2094,0.13,N.D.
NM_145007,3439,0.02,N.D.
NM_022046,1133,0.16,N.D.
NM_181882,5502,0.31,N.D.
NM_001082,2360,0,N.D.
NM_000762,1751,0,N.D.
NM_006890,2292,0,N.D.
NM_032040,2775,0,N.D.
NM_006563,1618,0.17,N.D.
NM_016536,2291,0.5,N.D.
NM_032298,2931,0.32,N.D.
NM_018300,2633,0.65,N.D.
NM_001001411,2934,0,N.D.
NM_145046,1288,0.37,N.D.
NM_024733,3493,0,N.D.
NM_152601,2154,0.04,N.D.
NM_152358,819,0,N.D.
NM_052890,2751,0,N.D.
NM_024888,2357,0.98,N.D.
NM_182575,1695,0,N.D.
NM_054113,661,0,N.D.
NM_001005191,939,0,N.D.
NM_002029,1334,0,N.D.
NM_002784,1731,0,N.D.
NM_199202,1337,0,N.D.
NM_033196,1497,0,N.D.
NM_198532,2565,0.26,N.D.
NM_145894,1074,0,N.D.
NM_004851,1438,0.13,N.D.
NM_198457,3829,0.42,N.D.
NM_052882,2627,0.07,N.D.
NM_001816,2297,0.03,N.D.
NM_001245,1877,0,N.D.
NM_152475,4703,0.05,N.D.
NM_052884,3183,0.02,N.D.
NM_032753,2451,0,N.D.
NM_015719,6192,0,N.D.
NM_145276,2755,0,N.D.
NM_198492,1355,0,N.D.
NM_021155,4266,0.04,N.D.
NM_003890,16382,0,N.D.
NM_170604,2634,0.03,N.D.
NM_002781,1636,0,N.D.
NM_002034,1988,0,N.D.
NM_001864,783,0.85,N.D.
NM_030824,2825,0.03,N.D.
NM_145057,917,0,N.D.
NM_001025591,365,0.24,N.D.
NM_000923,2739,0.1,N.D.
NM_198944,963,0,N.D.
NM_173857,906,0,N.D.
NM_005773,2228,0,N.D.
NM_138286,2132,0.08,N.D.
NM_052847,4175,0.36,N.D.
NM_203307,2334,0.82,N.D.
NM_006149,1117,0.17,N.D.
NM_003323,1733,0.05,N.D.
NM_145256,2430,0,N.D.
NM_021706,2816,0,N.D.
NM_152481,1179,0,N.D.
NM_198479,1839,0,N.D.
NM_133327,3805,0.22,N.D.
NM_004877,561,0,N.D.
NM_198481,1032,0,N.D.
NM_005071,1719,0.05,N.D.
NM_024833,2439,0.43,N.D.
NM_018111,743,0.64,N.D.
NM_002516,1857,0,N.D.
NM_175872,3302,0.58,N.D.
NM_032488,538,0.52,N.D.
NM_001252,916,0,N.D.
NM_133460,3712,0.02,N.D.
NM_012427,1528,0,N.D.
NM_015363,2083,0,N.D.
NM_002842,3895,0.49,N.D.
NM_172139,595,0,N.D.
NM_144693,3014,0,N.D.
NM_173637,1625,0.23,N.D.
NM_203287,1541,0.05,N.D.
NM_003180,1853,0,N.D.
NM_173531,5668,0.06,N.D.
NM_005046,1927,0,N.D.
NM_032584,3502,0,N.D.
NM_052972,1780,0,N.D.
NM_004977,3176,0,N.D.
NM_005282,2696,0,N.D.
NM_144616,1173,0.32,N.D.
NM_003433,3030,0.18,N.D.
NM_178525,1435,0,N.D.
NM_182707,1281,0,N.D.
NM_002783,1989,0,N.D.
NM_000149,2583,0,N.D.
NM_152361,1865,0.51,N.D.
NM_000095,2471,0.27,N.D.
NM_020904,3056,0.44,N.D.
NM_018355,2287,0.08,N.D.
NM_030760,2194,0.96,N.D.
NM_017573,2674,0.03,N.D.
NM_015596,1258,0,N.D.
NM_006210,6371,0,N.D.
NM_021143,2316,0,N.D.
NM_001029861,1577,0,N.D.
NM_023926,2795,0,N.D.
NM_031917,1857,0.57,N.D.
NM_144617,1457,0.13,N.D.
NM_144505,1148,0.07,N.D.
NM_145056,2544,0.33,N.D.
NM_133168,1946,0,N.D.
NM_152476,2864,0.03,N.D.
NM_019855,1268,0,N.D.
NM_139176,3331,0.02,N.D.
NM_016148,6643,0.01,N.D.
NM_025027,4239,0,N.D.
NM_145233,1690,0,N.D.
NM_198540,1894,0.25,N.D.
NM_021232,1677,0,N.D.
NM_176820,3484,0.02,N.D.
NM_012335,3860,0.19,N.D.
NM_024924,2996,0,N.D.
NM_001042600,2786,0.2,N.D.
NM_198458,3466,0.27,N.D.
NM_003807,1491,0,N.D.
NM_000955,1458,0.78,N.D.
NM_214710,1114,0.17,N.D.
NM_152296,3587,0.69,N.D.
NM_031310,2317,0.16,N.D.
NM_023006,1309,0,N.D.
NM_006087,2318,0.33,N.D.
NM_001005193,1038,0,N.D.
NM_020309,2959,0.12,N.D.
NM_001037232,1690,0.68,N.D.
NM_030901,930,0,N.D.
NM_144690,2297,0,N.D.
NM_144947,1289,0,N.D.
NM_003706,2494,0.88,N.D.
NM_145045,2136,0.13,N.D.
NM_005815,2640,0,N.D.
NM_004917,1347,0,N.D.
NM_033130,3794,0,N.D.
NM_001824,1620,0.35,N.D.
NM_024877,1784,0.31,N.D.
NM_002152,2430,0.11,N.D.
NM_144577,1907,0.14,N.D.
NM_014518,4964,0.09,N.D.
NM_133466,2636,0,N.D.
NM_018215,3668,0,N.D.
NM_207392,415,0,N.D.
NM_003423,5225,0.01,N.D.
NM_000737,879,0,N.D.
NM_020917,5659,0.06,N.D.
NM_012276,1725,0,N.D.
NM_001005850,1680,0.16,N.D.
NM_012315,1438,0,N.D.
NM_024794,1826,0.1,N.D.
NM_003332,583,0,N.D.
NM_005874,2221,0,N.D.
NM_138568,1719,0,N.D.
NM_001039876,1541,0.05,N.D.
NM_007153,8241,0,N.D.
NM_021187,3044,0.02,N.D.
NM_002698,4513,0.01,N.D.
NM_021733,1812,0.2,N.D.
NM_001007247,3265,0,N.D.
NM_017708,1950,0.04,N.D.
NM_025249,3767,0.28,N.D.
NM_152484,4071,0,N.D.
NM_001611,1413,0,N.D.
NM_173506,1837,0,N.D.
NM_030785,2477,0.15,N.D.
NM_031246,1523,0,N.D.
NM_152657,2168,0.48,N.D.
NM_152479,853,0.1,N.D.
NM_003167,1779,0,N.D.
NM_207462,2895,0.46,N.D.
NM_014037,2945,0.52,N.D.
NM_000960,2103,0,N.D.
NM_152474,931,0,N.D.
NM_001002923,573,0.15,N.D.
NM_138454,948,0.09,N.D.
NM_144615,1276,0,N.D.
NM_021269,4006,0.67,N.D.
NM_033142,880,0,N.D.
NM_001001687,1525,0.12,N.D.
NM_020813,4985,0,N.D.
NM_001042723,15391,0.17,N.D.
NM_152677,2230,0.21,N.D.
NM_152473,2214,0,N.D.
NM_173635,1706,0,N.D.
NM_198542,2206,0,N.D.
NM_001007525,8418,0.02,N.D.
NM_152262,2567,0,N.D.
NM_000766,1747,0,N.D.
NM_013289,1865,0,N.D.
NM_000896,5050,0,N.D.
NM_021938,1894,0.25,N.D.
NM_152483,1686,0,N.D.
NM_152795,5908,0.29,N.D.
NM_020219,1863,0.72,N.D.
NM_172138,734,0,N.D.
NM_002000,1671,0,N.D.
NM_001410,8307,0.96,N.D.
NM_001771,3260,0,N.D.
NM_004107,1510,0.18,N.D.
NM_000041,1223,0.15,N.D.
NM_182571,423,0,N.D.
NM_005303,903,0,N.D.
NM_004558,1159,0.41,N.D.
NM_001004466,948,0,N.D.
NM_003436,3038,0,N.D.
NM_002030,2517,0,N.D.
NM_004363,3600,0,N.D.
NM_001042522,1323,0.14,N.D.
NM_198707,1677,0.8,N.D.
NM_207390,2090,0.04,N.D.
NM_020129,1099,0,N.D.
NM_000767,3052,0,N.D.
NM_003437,2988,0.41,N.D.
NM_207391,2894,0.29,N.D.
NM_001047605,3487,0,N.D.
NM_001013673,1991,0,N.D.
NM_080600,2425,0.03,N.D.
NM_020971,8705,0.04,N.D.
NM_012114,777,0,N.D.
NM_021185,3500,0.27,N.D.
NM_033378,732,0,N.D.
NM_001815,1022,0,N.D.
NM_001004699,945,0,N.D.
NM_013268,610,0,N.D.
NM_000511,3088,0.09,N.D.
NM_001001686,5302,0.01,N.D.
NM_012377,960,0,N.D.
NM_014218,1598,0,N.D.
NM_006847,3736,0,N.D.
NM_198541,771,0,N.D.
NM_005317,947,0.81,N.D.
NM_017682,1861,0,N.D.
NM_001001668,2514,0,N.D.
NM_001972,938,0,N.D.
NM_032551,1607,0,N.D.
NM_138347,3669,0,N.D.
NM_080864,452,0.19,N.D.
NM_003438,2501,0,N.D.
NM_130762,1546,0.05,N.D.
NM_004829,1135,0,N.D.
NM_006669,2984,0,N.D.
NM_173633,1779,0.05,N.D.
NM_015725,1714,0,N.D.
NM_001004318,2311,0.03,N.D.
NM_003429,2320,0.03,N.D.
NM_001042595,972,0.79,N.D.
NM_022142,1031,0.18,N.D.
NM_152654,1732,0.27,N.D.
NM_001646,613,0,N.D.
NM_004497,2046,0.04,N.D.
NM_175883,3226,0,N.D.
NM_033064,5015,0.05,N.D.
NM_002151,2363,0.36,N.D.
NM_182704,1704,0,N.D.
NM_020209,1515,0,N.D.
NM_000951,1167,0.98,N.D.
NM_020637,513,0.54,N.D.
NM_152784,2528,0.07,N.D.
NM_003775,1582,0,N.D.
NM_014475,1102,0.17,N.D.
NM_023944,1694,0,N.D.
NM_174945,1557,0.68,N.D.
NM_181756,2782,0.83,N.D.
NM_005305,1041,0,N.D.
NM_014209,1559,0.49,N.D.
NM_001700,912,0,N.D.
NM_001013659,2415,0,N.D.
NM_031451,1605,0.53,N.D.
NM_175910,4945,0,N.D.
NM_012314,1565,0,N.D.
NM_003160,1261,0.38,N.D.
NM_152478,2566,0.75,N.D.
NM_199180,2979,0.03,N.D.
NM_006533,538,0.16,N.D.
NM_001039846,1020,0.55,N.D.
NM_005031,558,0,N.D.
NM_018260,2864,0.97,N.D.
NM_001506,1071,0,N.D.
NM_020903,3607,0,N.D.
NM_153443,1691,0,N.D.
NM_030924,2712,0.39,N.D.
NM_003121,1467,0.12,N.D.
NM_152606,3335,0.54,N.D.
NM_007253,1847,0,N.D.
NM_173483,2608,0.77,N.D.
NM_006866,1696,0,N.D.
NM_024760,1977,0.09,N.D.
NM_032607,2586,0.07,N.D.
NM_002975,1423,0.06,N.D.
NM_174881,1118,0.33,N.D.
NM_001004713,1068,0,N.D.
NM_001030050,1906,0,N.D.
NM_021175,430,0,N.D.
NM_001039886,1158,0.32,N.D.
NM_006737,1855,0,N.D.
NM_004823,2671,0,N.D.
NM_004058,1247,0.61,N.D.
NM_001039213,1797,0.37,N.D.
NM_020406,2364,0,N.D.
NM_005304,1694,0,N.D.
NM_002307,498,0,N.D.
NM_000164,2024,0.13,N.D.
NM_172140,856,0,N.D.
NM_006732,3775,0.48,N.D.
NM_001005416,1705,0.73,N.D.
NM_002483,2527,0,N.D.
NM_014511,1596,0,N.D.
NM_003419,3163,0.02,N.D.
NM_032855,2369,0.77,N.D.
NM_152356,2823,0,N.D.
NM_012116,1575,0.05,N.D.
NM_019612,1595,0,N.D.
NM_001005240,918,0,N.D.
NM_000774,1826,0,N.D.
NM_033043,880,0,N.D.
NM_012109,1562,0.05,N.D.
NM_004533,3572,0.05,N.D.
NM_032825,2830,0,N.D.
NM_014266,524,0.72,N.D.
NM_016270,1655,0.69,N.D.
NM_138393,1393,0.76,N.D.
NM_014717,4935,0,N.D.
NM_014385,1766,0,N.D.
NM_001002915,894,0.21,N.D.
NM_198539,3787,0.02,N.D.
NM_153447,3828,0.02,N.D.
NM_144614,777,0,N.D.
NM_004386,6310,0,N.D.
NM_001039667,1967,0.58,N.D.
NM_001299,1599,0.05,N.D.
NM_001013691,3381,0.71,N.D.
NM_014428,2859,0.16,N.D.
NM_174918,1326,0.06,N.D.
NM_001001415,1900,0.04,N.D.
NM_012451,1009,0.18,N.D.
NM_001042507,411,0,N.D.
NM_014256,2720,0.49,N.D.
NM_152359,2772,0.41,N.D.
NM_001010879,2676,0,N.D.
NM_007000,1223,0.07,N.D.
NM_145815,1886,0,N.D.
NM_144694,2247,0,N.D.
NM_021915,1442,0.06,N.D.
NM_001017921,1675,0.8,N.D.
NM_173530,1855,0,N.D.
NM_173544,2340,0.08,N.D.
NM_022467,2496,0.03,N.D.
NM_004605,1281,0.74,N.D.
NM_174947,696,0,N.D.
NM_001005367,2045,0.51,N.D.
NM_013938,951,0,N.D.
NM_021047,2351,0,N.D.
NM_153263,3969,0.07,N.D.
NM_152355,2829,0,N.D.
NM_080791,1415,0.88,N.D.
NM_013939,948,0,N.D.
NM_020828,4104,0,N.D.
NM_024552,1774,0.59,N.D.
NM_153221,3602,0.26,N.D.
NM_001459,1056,0.35,N.D.
NM_033106,947,0,N.D.
NM_173482,1790,0,N.D.
NM_001544,1420,0.26,N.D.
NM_001012753,2639,0,N.D.
NM_005624,891,0,N.D.
NM_002068,2060,0.18,N.D.
NM_178121,812,0.7,N.D.
NM_020415,479,0.18,N.D.
NM_052948,3859,0.37,N.D.
NM_001012728,648,0,N.D.
NM_033468,2181,0,N.D.
NM_031896,1564,0,N.D.
NM_024729,6786,0.04,N.D.
NM_134444,3339,0.05,N.D.
NM_173856,1188,0,N.D.
NM_017852,3531,0,N.D.
NM_002248,2657,0.9,N.D.
NM_181710,1441,0,N.D.
NM_031895,1417,0.88,N.D.
NM_001783,1258,0,N.D.
NM_170678,1134,0,N.D.
NM_032423,3995,0,N.D.
NM_000483,753,0.11,N.D.
NM_214678,2349,0,N.D.
NM_000554,4461,0,N.D.
NM_006863,1910,0,N.D.
NM_018485,1287,0.06,N.D.
NM_000453,2490,0.03,N.D.
NM_019113,940,0,N.D.
NM_001002231,2892,0,N.D.
NM_005755,1149,0.07,N.D.
NM_002739,3143,0.02,N.D.
NM_133498,978,0,N.D.
NM_002288,714,0,N.D.
NM_198534,1669,0.68,N.D.
NM_001004301,4180,0.32,N.D.
NM_001001675,2376,0.03,N.D.
NM_001974,3150,0.3,N.D.
NM_031218,2113,0,N.D.
NM_014975,4833,0.81,N.D.
NM_173479,1724,0.49,N.D.
NM_001013640,3526,0,N.D.
NM_207646,2562,0,N.D.
NM_014419,1034,0,N.D.
NM_138690,3270,0.5,N.D.
NM_001001414,1973,0.04,N.D.
NM_001462,2019,0,N.D.
NM_176811,3934,0,N.D.
NM_005306,993,0,N.D.
NM_001004456,942,0,N.D.
NM_033543,1352,0,N.D.
NM_001034966,3104,0,N.D.
NM_145208,664,0,N.D.
NM_014441,1709,0,N.D.
NM_002777,1001,0,N.D.
NM_001040283,1821,0,N.D.
NM_001029997,3606,0.69,N.D.
NM_001004465,951,0,N.D.
NM_001772,1452,0.06,N.D.
NM_152338,632,0,N.D.
NM_007317,2097,0,N.D.
NM_152728,889,0.1,N.D.
NM_025214,3997,0.19,N.D.
NM_020180,3175,0.39,N.D.
NM_016427,3062,0,N.D.
NM_020805,4261,0,N.D.
NM_012307,4446,0,N.D.
NM_144612,4775,0,N.D.
NM_015461,4869,0.17,N.D.
NM_172241,4315,0.04,N.D.
NM_001941,5920,0.03,N.D.
NM_181654,1945,0,N.D.
NM_006919,1694,0,N.D.
NM_145020,1837,0.99,N.D.
NM_005912,999,0,N.D.
NM_002974,1736,0,N.D.
NM_138999,2513,0,N.D.
NM_003803,5872,0.57,N.D.
NM_139171,663,0,N.D.
NM_145756,2792,0.03,N.D.
NM_198995,3087,0.18,N.D.
NM_001037331,1370,0,N.D.
NM_133459,3233,0.41,N.D.
NM_182511,2750,0,N.D.
NM_001034172,1041,0,N.D.
NM_001037802,891,0,N.D.
NM_003787,2624,0.1,N.D.
NM_001008234,2422,0.51,N.D.
NM_152676,1696,0,N.D.
NM_005559,9530,0.47,N.D.
NM_006566,2603,0.18,N.D.
NM_182570,1110,0.86,N.D.
NM_003199,2500,0.96,N.D.
NM_001650,5216,0,N.D.
NM_173557,1805,0,N.D.
NM_013435,1775,0,N.D.
NM_002930,1113,0.34,N.D.
NM_031939,2108,0.04,N.D.
NM_031422,2219,0.04,N.D.
NM_052947,6496,0.01,N.D.
NM_001039759,2558,0.03,N.D.
NM_030781,4685,0,N.D.
NM_173464,4534,0.06,N.D.
NM_000529,3652,0,N.D.
NM_020783,3837,0,N.D.
NM_001044369,1343,0,N.D.
NM_004948,4271,0.02,N.D.
NM_001039360,3774,0.4,N.D.
NM_177986,3579,0,N.D.
NM_207461,2337,0,N.D.
NM_080475,1179,0,N.D.
NM_005215,5690,0.13,N.D.
NM_015865,2725,0.1,N.D.
NM_173629,2027,0,N.D.
NM_015879,10154,0,N.D.
NM_030672,5482,0.36,N.D.
NM_024781,2015,0.52,N.D.
NM_021624,3689,0.07,N.D.
NM_002575,1900,0,N.D.
NM_001480,3056,0,N.D.
NM_153000,2572,0.07,N.D.
NM_004066,1161,0,N.D.
NM_001279,1113,0.08,N.D.
NM_032048,4009,0.72,N.D.
NM_001029999,2088,0.09,N.D.
NM_002747,4736,0.42,N.D.
NM_005024,1194,0,N.D.
NM_080474,1218,0,N.D.
NM_018696,2233,0.3,N.D.
NM_007195,2484,0.73,N.D.
NM_001029862,3443,0.02,N.D.
NM_001944,3336,0.02,N.D.
NM_002091,863,0,N.D.
NM_144662,1829,0.94,N.D.
NM_012283,1401,0.4,N.D.
NM_152721,1965,0.19,N.D.
NM_001942,4512,0,N.D.
NM_173529,5016,0.72,N.D.
NM_000371,615,0,N.D.
NM_001117,1939,0,N.D.
NM_007163,4166,0.04,N.D.
NM_213602,1523,0.82,N.D.
NM_004361,2828,0.06,N.D.
NM_003784,2235,0,N.D.
NM_171999,4772,0,N.D.
NM_005913,978,0,N.D.
NM_032243,1893,0.04,N.D.
NM_207460,2076,0,N.D.
NM_032649,2211,0.08,N.D.
NM_014410,1951,0,N.D.
NM_012397,3143,0,N.D.
NM_005925,2326,0.08,N.D.
NM_031891,2855,0,N.D.
NM_181609,494,0,N.D.
NM_002240,2485,0.11,N.D.
NM_001013729,1839,0,N.D.
NM_198696,738,0,N.D.
NM_153750,1102,0.08,N.D.
NM_012130,1942,0.34,N.D.
NM_199328,1989,0,N.D.
NM_181686,604,0,N.D.
NM_006657,1921,0.59,N.D.
NM_012131,675,0,N.D.
NM_181621,823,0,N.D.
NM_181624,208,0,N.D.
NM_181612,330,0,N.D.
NM_003253,7218,0.03,N.D.
NM_032261,1095,0.78,N.D.
NM_181610,255,0,N.D.
NM_022136,1893,0,N.D.
NM_181684,752,0,N.D.
NM_198688,1238,0,N.D.
NM_181608,159,0,N.D.
NM_000219,3570,0.05,N.D.
NM_198693,1071,0,N.D.
NM_001389,7110,0.06,N.D.
NM_182749,4883,0.49,N.D.
NM_198698,447,0,N.D.
NM_005423,616,0.14,N.D.
NM_181619,240,0,N.D.
NM_153754,1088,0,N.D.
NM_144659,957,0.7,N.D.
NM_000211,2887,0.06,N.D.
NM_199259,2199,0,N.D.
NM_001040192,1912,0,N.D.
NM_198691,1011,0,N.D.
NM_203405,1172,0,N.D.
NM_024022,2554,0.56,N.D.
NM_181622,520,0,N.D.
NM_152506,2033,0,N.D.
NM_181602,219,0,N.D.
NM_175857,573,0,N.D.
NM_198694,918,0,N.D.
NM_080860,1382,0.27,N.D.
NM_019596,4009,0,N.D.
NM_182481,1891,0,N.D.
NM_003226,685,0,N.D.
NM_175867,1705,0,N.D.
NM_005656,3226,0,N.D.
NM_001040140,1000,0.67,N.D.
NM_181617,252,0,N.D.
NM_182482,1891,0,N.D.
NM_052954,3094,0,N.D.
NM_175858,928,0,N.D.
NM_181704,1840,0,N.D.
NM_182484,1840,0,N.D.
NM_001001789,3621,0,N.D.
NM_145179,2321,0.28,N.D.
NM_006272,1135,0,N.D.
NM_002772,3696,0.02,N.D.
NM_181614,192,0,N.D.
NM_003225,508,0.37,N.D.
NM_005867,1102,0,N.D.
NM_058189,1597,0.11,N.D.
NM_181611,219,0,N.D.
NM_199175,2341,0.78,N.D.
NM_181604,189,0,N.D.
NM_152507,2055,0,N.D.
NM_181607,273,0,N.D.
NM_001001692,3822,0.22,N.D.
NM_001187,1004,0,N.D.
NM_181616,198,0,N.D.
NM_170736,2919,0.26,N.D.
NM_198690,1186,0,N.D.
NM_203429,698,0.12,N.D.
NM_024944,2625,0.03,N.D.
NM_144770,1952,0,N.D.
NM_198692,1007,0,N.D.
NM_138983,2168,0,N.D.
NM_153773,579,0,N.D.
NM_181599,763,0,N.D.
NM_207473,2815,0,N.D.
NM_148676,863,0,N.D.
NM_181620,147,0,N.D.
NM_002462,2787,0.2,N.D.
NM_001849,3461,0.13,N.D.
NM_207472,2261,0,N.D.
NM_018962,2262,0,N.D.
NM_198078,794,0,N.D.
NM_198699,873,0,N.D.
NM_174981,1826,0,N.D.
NM_004540,3699,0.41,N.D.
NM_198695,876,0,N.D.
NM_000394,1114,0,N.D.
NM_007341,1246,0.85,N.D.
NM_198689,1168,0,N.D.
NM_181600,483,0,N.D.
NM_148675,1681,0.85,N.D.
NM_053277,3800,0.02,N.D.
NM_006198,566,0.15,N.D.
NM_005806,2505,0,N.D.
NM_181615,171,0,N.D.
NM_002463,2961,0.32,N.D.
NM_005128,7689,0.27,N.D.
NM_017445,381,0.23,N.D.
NM_194309,3013,0.6,N.D.
NM_181623,453,0,N.D.
NM_021219,1721,0,N.D.
NM_198687,1382,0,N.D.
NM_058186,1384,0.2,N.D.
NM_020528,1988,0.09,N.D.
NM_173568,5442,0,N.D.
NM_001001895,2492,0.03,N.D.
NM_172201,809,0.11,N.D.
NM_033171,3409,0.02,N.D.
NM_000658,2252,0.12,N.D.
NM_198697,410,0,N.D.
NM_014586,7385,0,N.D.
NM_181605,616,0,N.D.
NM_181688,1120,0,N.D.
NM_001001574,2103,0.13,N.D.
NM_022842,6017,0.44,N.D.
NM_138939,2272,0.03,N.D.
NM_000340,3439,0,N.D.
NM_198407,1101,0,N.D.
NM_006030,5343,0.1,N.D.
NM_052995,2359,0,N.D.
NM_001015050,828,0.1,N.D.
NM_130830,5938,0.08,N.D.
NM_002343,2390,0.03,N.D.
NM_024727,2520,0.03,N.D.
NM_138297,7381,0.02,N.D.
NM_001008784,1296,0,N.D.
NM_014879,2428,0,N.D.
NM_001076778,3465,0,N.D.
NM_020707,1789,0,N.D.
NM_003500,2343,0.24,N.D.
NM_178554,2045,0.04,N.D.
NM_001007540,1188,0,N.D.
NM_183061,4138,0.13,N.D.
NM_001647,1061,0.08,N.D.
NM_178822,7872,0.02,N.D.
NM_003810,1776,0,N.D.
NM_018306,1710,0,N.D.
NM_001039082,1167,0.16,N.D.
NM_033259,1360,0.63,N.D.
NM_001018022,833,0,N.D.
NM_053025,7852,0.84,N.D.
NM_183393,5489,0.01,N.D.
NM_198504,2119,0,N.D.
NM_024697,1674,0.22,N.D.
NM_001031849,4353,0.02,N.D.
NM_002899,720,0.12,N.D.
NM_003280,686,0.4,N.D.
NM_000335,8527,0.02,N.D.
NM_207307,2169,0.22,N.D.
NM_001966,3821,0.68,N.D.
NM_138786,1186,0,N.D.
NM_001044256,849,0,N.D.
NM_000564,2367,0,N.D.
NM_152397,710,0,N.D.
NM_199183,783,0,N.D.
NM_198505,3657,0.65,N.D.
NM_153353,1449,0.13,N.D.
NM_020872,4997,0,N.D.
NM_001346,3758,0,N.D.
NM_014139,6500,0,N.D.
NM_198560,4895,0.35,N.D.
NM_001039909,3056,0,N.D.
NM_016559,3577,0.13,N.D.
NM_024687,3240,0,N.D.
NM_182631,2220,0,N.D.
NM_020817,3996,0.14,N.D.
NM_023914,2858,0,N.D.
NM_017541,843,0.79,N.D.
NM_021935,1406,0.19,N.D.
NM_130446,6320,0.03,N.D.
NM_001040100,2306,0.12,N.D.
NM_138461,1029,0.65,N.D.
NM_024508,2210,0,N.D.
NM_012190,3125,0.08,N.D.
NM_001031702,4737,0.01,N.D.
NM_017442,3868,0.19,N.D.
NM_020359,1265,0.37,N.D.
NM_198463,2553,0,N.D.
NM_144719,2841,0.74,N.D.
NM_005630,4040,0.97,N.D.
NM_000096,4419,0.02,N.D.
NM_001013650,1897,0,N.D.
NM_001351,3056,0,N.D.
NM_032579,1250,0,N.D.
NM_002447,4541,0.78,N.D.
NM_019069,4183,0.89,N.D.
NM_178824,2672,0.43,N.D.
NM_205853,566,0.84,N.D.
NM_182920,7335,0.01,N.D.
NM_153330,2479,0,N.D.
NM_032279,4281,0.02,N.D.
NM_021101,3445,0.05,N.D.
NM_001048,665,0,N.D.
NM_025041,1683,0,N.D.
NM_032898,1401,0.13,N.D.
NM_001004312,1364,0,N.D.
NM_016161,1292,0,N.D.
NM_033663,1640,0,N.D.
NM_080541,3027,0.66,N.D.
