seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hvak.hva.padj,hvak.hva.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr6,35261415,35261471,57,+,8670,peak107506,RP23-338E5.2,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-338E5.2,0.07245871703876394,1.200382487372176,miR-29-3p,NA,NA,miR-484,NA,"NA",NA
chr6,38475850,38475904,55,+,7619,peak107529,NA,Ubn2,NA,NA,NA,NA,FALSE,NA,intron,Ubn2,0.4538693698995137,0.6111633077303809,"miR-23-3p, miR-26-5p",miR-181-5p,NA,"miR-484, miR-484, miR-27-3p, miR-340-5p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000038538,Q80WC1,320538
chr6,38502367,38502440,74,+,7147,peak107539,Ubn2,Ubn2,NA,NA,Ubn2,NA,FALSE,NA,utr3,Ubn2,0.5613462584434953,0.37401365768515393,miR-30-5p/384-5p,"miR-21-3p, miR-26-5p",NA,"miR-194-5p, miR-148-3p/152-3p",ENSMUSG00000038538,Q80WC1,320538
chr6,38604417,38604496,80,+,15408,peak107584,Luc7l2,Luc7l2,NA,NA,Luc7l2,Luc7l2,FALSE,NA,utr3,Luc7l2,0.14445825088335798,1.3842214812681348,NA,NA,NA,NA,ENSMUSG00000029823,Q7TNC4,192196
chr6,40768828,40768887,60,+,5364,peak107670,Mgam,Mgam,NA,NA,Mgam,Mgam,FALSE,NA,utr3,Mgam,0.11260496964567344,1.1031608444462588,NA,NA,NA,NA,ENSMUSG00000068587,Q6XK24,232714 638904
chr6,40796139,40796190,52,+,6894,peak107680,NA,Mgam2-ps,NA,NA,NA,NA,FALSE,NA,intron,Mgam2-ps,0.003529373535501295,2.7246184099037514,NA,"miR-135ab-5p, miR-21ac-5p",NA,NA,NA,A0A571BDS5,638904
chr6,41548184,41548237,54,+,20296,peak107762,Trbc2,NA,NA,NA,Trbc2,NA,FALSE,NA,utr3,Trbc2,0.06109766593022186,1.4366651393380556,NA,miR-24-3p,NA,miR-153-3p,ENSMUSG00000076498,A0A075B5J4,100125263
chr6,41951684,41951743,60,+,14403,peak107763,Sval1,NA,NA,NA,NA,NA,FALSE,NA,exon,Sval1,0.6075728417591834,0.36805099770786076,miR-194-5p,NA,miR-21-3p,NA,ENSMUSG00000029865,Q9D2X6,71578
chr6,42280474,42280527,54,+,4096,peak107772,Casp2,Casp2,NA,NA,Casp2,Casp2,FALSE,NA,utr3,Casp2,0.1156219394593413,1.1136574077370731,NA,miR-21-3p,NA,"miR-194-2-3p/6926-5p/7055-5p, miR-194-2-3p/6926-5p/7055-5p, miR-140-5p",ENSMUSG00000029863,P29594,12366
chr6,42280636,42280691,56,+,7696,peak107773,Casp2,NA,NA,NA,Casp2,Casp2,FALSE,NA,utr3,Casp2,0.35885180098601555,0.5770745162869787,NA,NA,miR-196-5p,"miR-362-5p, miR-501-5p, miR-146ab-5p, miR-28-5p/708-5p",ENSMUSG00000029863,P29594,12366
chr6,42280730,42280778,49,+,9503,peak107774,Casp2,NA,NA,NA,Casp2,Casp2,FALSE,NA,utr3,Casp2,0.10498985112827616,1.1372383058917408,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000029863,P29594,12366
chr6,42357351,42357410,60,+,10119,peak107792,Zyx,NA,NA,NA,NA,NA,FALSE,NA,exon,Zyx,0.0941347846628387,1.1391636951780466,NA,"miR-484, miR-24-3p",NA,NA,ENSMUSG00000029860,Q62523,22793
chr6,48905300,48905358,59,+,18873,peak107889,Aoc1,NA,NA,NA,NA,NA,FALSE,NA,exon,Aoc1,0.16695677370879086,1.1128354535408507,NA,miR-24-3p,NA,miR-671-5p,ENSMUSG00000029811,Q8JZQ5,76507
chr6,52263489,52263540,52,+,5567,peak107931,NA,Hottip,NA,NA,NA,NA,FALSE,NA,intron,Hottip,0.1259594198724777,1.085657925869424,miR-23-3p,NA,NA,miR-181-5p,ENSMUSG00000055408,Q8CCA9,791364
chr6,52318276,52318335,60,+,9338,peak107938,Evx1,NA,NA,NA,Evx1,Evx1,FALSE,NA,utr3,Evx1,0.23360276976247413,0.7589251070812504,miR-21-3p,NA,NA,NA,ENSMUSG00000005503,P23683,14028
chr6,52729307,52729366,60,+,14760,peak107950,Tax1bp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Tax1bp1,0.04609246527354059,1.4415535951927914,NA,miR-194-5p,NA,NA,ENSMUSG00000004535,Q3UKC1,52440
chr6,52736867,52736920,54,+,46016,peak107956,Tax1bp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Tax1bp1,0.2967669990795104,0.7012929846602949,NA,NA,NA,NA,ENSMUSG00000004535,Q3UKC1,52440
chr6,52751089,52751146,58,+,160558,peak107975,Tax1bp1,NA,NA,NA,NA,NA,FALSE,NA,exon,Tax1bp1,0.5530987603308859,0.4721582428572005,"miR-182-5p, miR-25-3p/32-5p/92-3p/363-3p/367-3p",NA,"miR-96-5p, miR-31-5p",NA,ENSMUSG00000004535,Q3UKC1,52440
chr6,52760181,52760239,59,+,6259,peak107987,Tax1bp1,Tax1bp1,NA,NA,NA,NA,FALSE,NA,exon,Tax1bp1,0.9148393419211093,-0.0674791538493085,NA,NA,miR-141-3p,miR-345-5p,ENSMUSG00000004535,Q3UKC1,52440
chr6,54068455,54068505,51,+,4797,peak108006,NA,Chn2,NA,NA,NA,NA,FALSE,NA,intron,Chn2,0.034353980012720574,2.075593862698111,let-7-5p/miR-98-5p,miR-196-5p,NA,NA,ENSMUSG00000004633,Q80XD1,69993
chr6,54878361,54878415,55,+,112069,peak108045,Znrf2,NA,NA,NA,Znrf2,NA,FALSE,NA,utr3,Znrf2,0.25183036820522037,0.7353383191316886,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,miR-181-5p,ENSMUSG00000058446,Q71FD5,387524
chr6,54888773,54888843,71,+,7300,peak108049,Znrf2,NA,NA,NA,Znrf2,NA,FALSE,NA,utr3,Znrf2,0.19428063413143362,1.0434359121216659,NA,NA,NA,NA,ENSMUSG00000058446,Q71FD5,387524
chr6,55063203,55063258,56,+,20325,peak108081,Gars,Gars,NA,NA,NA,NA,FALSE,NA,exon,Gars,0.6193503095824239,0.31338234652702657,NA,"miR-21-3p, miR-141-5p/6769b-3p",NA,NA,ENSMUSG00000029777,Q9CZD3,353172
chr6,55065459,55065526,68,+,336267,peak108083,Gars,NA,NA,NA,NA,NA,FALSE,NA,exon,Gars,0.4669688227037931,0.6653675145232913,"let-7-5p/miR-98-5p, miR-200-3p/429-3p",let-7-5p/miR-98-5p,NA,"miR-196-5p, miR-196-5p, miR-16-2-3p",ENSMUSG00000029777,Q9CZD3,353172
chr6,56761457,56761511,55,+,9616,peak108124,Avl9,NA,NA,NA,Avl9,NA,FALSE,NA,utr3,Avl9,0.20439142599036905,0.8935855402029258,miR-25-3p/32-5p/92-3p/363-3p/367-3p,"miR-103-3p/107-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,miR-186-5p,ENSMUSG00000029787,Q80U56,78937
chr6,58919830,58919884,55,+,8457,peak108152,Herc3,NA,NA,NA,Herc3,NA,FALSE,NA,utr3,Herc3,0.18677596911945613,0.825559379042917,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-7-5p, miR-423-5p, miR-191-5p",ENSMUSG00000029804,Q9CYM1,73998
chr6,61207560,61207609,50,+,4903,peak108159,NA,Ccser1,NA,NA,NA,NA,FALSE,NA,intron,Ccser1,0.11939134252162537,1.2334091709066928,miR-132-3p/212-3p,"miR-33-5p, miR-194-5p, miR-17-5p/20-5p/93-5p/106-5p",NA,miR-130-3p/301-3p,ENSMUSG00000039578,Q8C0C4,232035
chr6,61646787,61646838,52,+,7351,peak108183,NA,Ccser1,NA,NA,NA,NA,FALSE,NA,intron,Ccser1,0.47861255822681736,-0.6247815600275064,NA,miR-17-5p/20-5p/93-5p/106-5p,miR-192-5p/215-5p,miR-153-3p,ENSMUSG00000039578,Q8C0C4,232035
chr6,64730615,64730669,55,+,13483,peak108191,Atoh1,NA,NA,NA,Atoh1,NA,FALSE,NA,utr3,Atoh1,0.49779187382219775,0.4856438629703949,miR-15-5p/16-5p/195-5p/322-5p/497-5p,"miR-103-3p/107-3p, miR-103-3p/107-3p",NA,"miR-182-5p, miR-96-5p",ENSMUSG00000073043,P48985,11921
chr6,65114620,65114671,52,+,19873,peak108201,Smarcad1,NA,NA,NA,Smarcad1,NA,FALSE,NA,utr3,Smarcad1,0.061936397271954435,1.175339940822347,NA,"let-7-5p/miR-98-5p, miR-200-3p/429-3p",NA,miR-196-5p,ENSMUSG00000029920,Q04692,13990
chr6,66935424,66935478,55,+,5536,peak108238,NA,Gng12,NA,NA,NA,NA,FALSE,NA,intron,Gng12,0.12079488674284165,1.187320372793175,NA,miR-194-5p,NA,NA,ENSMUSG00000036402,Q9DAS9,14701
chr6,66964396,66964453,58,+,32114,peak108251,NA,Gng12,NA,NA,NA,NA,FALSE,NA,intron,Gng12,NA,0.06853451335198438,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-574-5p",NA,miR-199-3p,ENSMUSG00000036402,Q9DAS9,14701
chr6,67017961,67018020,60,+,8444,peak108269,Gng12,NA,NA,NA,Gng12,Gng12,FALSE,NA,utr3,Gng12,0.41564778017690496,0.6700779770872297,NA,miR-96-5p,NA,"miR-182-5p, miR-532-5p",ENSMUSG00000036402,Q9DAS9,14701
chr6,67020897,67020977,81,+,9230,peak108289,Gng12,NA,NA,NA,Gng12,Gng12,FALSE,NA,utr3,Gng12,0.19113389976474326,0.8347003489642788,miR-29-3p,miR-21ac-5p,NA,"miR-182-5p, miR-139-5p, miR-96-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000036402,Q9DAS9,14701
chr6,71496903,71496958,56,+,6055,peak108368,Rnf103,NA,NA,NA,NA,NA,FALSE,NA,exon,Rnf103,0.4974849827279203,0.42022757121593013,NA,NA,NA,"miR-33-5p, miR-674-5p",ENSMUSG00000052656,Q9R1W3,22644
chr6,71580206,71580256,51,+,5474,peak108395,Chmp3,Chmp3,NA,NA,Chmp3,Chmp3,FALSE,NA,utr3,Chmp3,0.09531677752089754,1.1254784850133461,NA,"miR-674-5p, miR-141-3p",NA,NA,ENSMUSG00000053119,Q9CQ10,66700
chr6,73260554,73260598,45,+,6001,peak108457,Suclg1,Suclg1,NA,NA,Suclg1,Suclg1,FALSE,NA,utr3,Suclg1,0.08295565981458773,1.798834082984549,miR-27-3p,miR-16-1-3p,miR-205-5p,miR-31-5p,ENSMUSG00000052738,Q9WUM5,56451
chr6,78373300,78373343,44,+,8851,peak108474,Reg3b,NA,NA,NA,Reg3b,NA,FALSE,NA,utr3,Reg3b,0.882797588415536,-0.1399323162495921,miR-23-3p,NA,NA,NA,ENSMUSG00000071356,P35230,18489
chr6,78373393,78373446,54,+,5202,peak108475,Reg3b,NA,NA,NA,Reg3b,NA,FALSE,NA,utr3,Reg3b,0.9315396464907011,0.07950567357077645,NA,NA,NA,miR-190-5p,ENSMUSG00000071356,P35230,18489
chr6,83338346,83338404,59,+,26923,peak108540,Mob1a,NA,NA,NA,NA,NA,FALSE,NA,exon,Mob1a,0.14032542200334588,0.9976490792653595,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,"miR-190-5p, miR-22-3p",ENSMUSG00000043131,Q921Y0,232157
chr6,83341285,83341340,56,+,4751,peak108548,Mob1a,Mob1a,NA,NA,Mob1a,Mob1a,FALSE,NA,utr3,Mob1a,0.1156219394593413,0.9636949228284349,NA,NA,NA,miR-139-3p,ENSMUSG00000043131,Q921Y0,232157
chr6,83342461,83342520,60,+,6988,peak108556,Mob1a,NA,NA,NA,Mob1a,NA,FALSE,NA,utr3,Mob1a,0.08448660131474334,1.2750050348714137,NA,NA,NA,"miR-185-5p, miR-22-3p, miR-345-5p",ENSMUSG00000043131,Q921Y0,232157
chr6,85464864,85464921,58,+,9366,peak108601,Cct7,Cct7,NA,NA,Cct7,NA,FALSE,NA,utr3,Cct7,0.2155251543322374,0.8478003479336916,NA,NA,NA,miR-30a-3p/30d-3p/30e-3p,ENSMUSG00000030007,P80313,12468
chr6,86263553,86263604,52,+,6192,peak108622,NA,Tgfa,NA,NA,NA,NA,FALSE,NA,intron,Tgfa,0.3302734161386756,0.7358115771191625,NA,miR-17-5p/20-5p/93-5p/106-5p,miR-484,NA,ENSMUSG00000029999,P48030,21802
chr6,86371525,86371585,61,+,13451,peak108640,Snrpg,NA,Snrpg,NA,NA,Fam136a,FALSE,NA,utr3*,Fam136a,0.10872197435605045,1.3840432287799411,NA,"miR-484, miR-24-3p",NA,"miR-423-3p, miR-652-3p",ENSMUSG00000057497,Q9CR98,66488
chr6,86420354,86420411,58,+,15739,peak108649,Tia1,NA,NA,NA,Tia1,Tia1,FALSE,NA,utr3,Tia1,0.12695466286751195,1.093120498540732,miR-378-3p,miR-19-3p,NA,NA,ENSMUSG00000071337,P52912,21841
chr6,86446529,86446582,54,+,6813,peak108655,NA,RP23-281H4.3,NA,NA,NA,RP23-281H4.10,FALSE,NA,utr3*,RP23-281H4.10,0.07810332696421983,1.4884788831156728,"miR-18-5p, miR-24-3p",NA,NA,miR-135ab-5p,NA,"NA",NA
chr6,86469961,86470011,51,+,43405,peak108657,RP23-281H4.3,RP23-281H4.3,NA,NA,RP23-281H4.3,NA,FALSE,NA,utr3,RP23-281H4.3,0.3846278754114363,0.6574920845413428,miR-19-3p,NA,NA,miR-200-3p/429-3p,NA,"NA",NA
chr6,86925798,86925847,50,+,4752,peak108671,NA,Aak1,NA,NA,NA,NA,FALSE,NA,intron,Aak1,0.2615595984785866,0.7852823432316718,"let-7-5p/miR-98-5p, miR-148-3p/152-3p",miR-324-3p,miR-361-5p,"miR-18-3p/7069-3p, miR-130-3p/301-3p, miR-196-5p",ENSMUSG00000057230,Q3UHJ0,269774
chr6,86995856,86995908,53,+,23208,peak108677,Aak1,NA,NA,NA,Aak1,NA,FALSE,NA,utr3,Aak1,0.20739757421637592,0.7703814102590979,"miR-17-5p/20-5p/93-5p/106-5p, miR-139-5p",NA,NA,NA,ENSMUSG00000057230,Q3UHJ0,269774
chr6,86996070,86996153,84,+,3535,peak108679,Aak1,NA,NA,NA,Aak1,NA,FALSE,NA,utr3,Aak1,0.32329066099202786,-0.6152697693184882,NA,NA,miR-185-5p,"miR-185-5p, miR-34-5p/449-5p",ENSMUSG00000057230,Q3UHJ0,269774
chr6,86996179,86996235,57,+,3328,peak108680,Aak1,NA,NA,NA,Aak1,NA,FALSE,NA,utr3,Aak1,0.3050575450213799,-0.651974084080731,miR-31-5p,miR-182-5p,NA,"miR-193-3p, miR-96-5p",ENSMUSG00000057230,Q3UHJ0,269774
chr6,87012955,87013008,54,+,14407,peak108690,Nfu1,Nfu1,NA,NA,NA,NA,FALSE,NA,exon,Nfu1,0.008196660249480337,2.6636757737281083,NA,NA,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-140-5p",ENSMUSG00000029993,Q9QZ23,56748
chr6,87054317,87054368,52,+,4964,peak108703,NA,Gfpt1,NA,NA,NA,NA,FALSE,NA,intron,Gfpt1,0.09597145679337984,1.3209458530622302,miR-29-3p,NA,NA,NA,ENSMUSG00000029992,P47856,14583
chr6,87082472,87082523,52,+,5923,peak108728,Gfpt1,Gfpt1,NA,NA,NA,NA,FALSE,NA,exon,Gfpt1,0.2619784053910432,0.8734298107478199,NA,NA,NA,miR-193-3p,ENSMUSG00000029992,P47856,14583
chr6,87088747,87088810,64,+,4977,peak108739,Gfpt1,NA,NA,NA,Gfpt1,Gfpt1,FALSE,NA,utr3,Gfpt1,0.9770620588879775,-0.017626360059954035,miR-21-3p,NA,NA,NA,ENSMUSG00000029992,P47856,14583
chr6,87089456,87089528,73,+,13737,peak108746,Gfpt1,NA,NA,NA,Gfpt1,Gfpt1,FALSE,NA,utr3,Gfpt1,0.3939796568127052,0.7988876860147115,NA,NA,NA,"miR-324-3p, miR-3081-3p",ENSMUSG00000029992,P47856,14583
chr6,87091818,87091892,75,+,5362,peak108765,Gfpt1,NA,NA,NA,Gfpt1,NA,FALSE,NA,utr3,Gfpt1,0.5155286639249743,0.3967849150916689,NA,NA,NA,miR-205-5p,ENSMUSG00000029992,P47856,14583
chr6,87092104,87092167,64,+,27555,peak108768,Gfpt1,NA,NA,NA,Gfpt1,NA,FALSE,NA,utr3,Gfpt1,0.2600793956337102,0.8646551323762973,miR-24-3p,NA,NA,NA,ENSMUSG00000029992,P47856,14583
chr6,87893641,87893698,58,+,17373,peak108776,Copg1,Copg1,NA,NA,NA,NA,FALSE,NA,exon,Copg1,0.09546187042685698,2.6767982331978235,NA,miR-423-5p,NA,NA,ENSMUSG00000030058,Q9QZE5,54161
chr6,87907368,87907422,55,+,6818,peak108786,Copg1,Copg1,NA,NA,NA,NA,FALSE,NA,exon,Copg1,0.2887932813927156,0.6229672144646927,NA,NA,miR-22-3p,NA,ENSMUSG00000030058,Q9QZE5,54161
chr6,90467389,90467437,49,+,9186,peak108833,Klf15,NA,NA,NA,NA,NA,FALSE,NA,exon,Klf15,0.0511560856487833,-1.887232886715425,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,"miR-33-5p, miR-33-5p, miR-130-3p/301-3p",ENSMUSG00000030087,Q9EPW2,66277
chr6,90590737,90590791,55,+,384720,peak108851,Aldh1l1,Aldh1l1,NA,NA,Aldh1l1,Aldh1l1,FALSE,NA,utr3,Aldh1l1,0.0407082466046147,1.2719153896790063,miR-23-3p,NA,NA,miR-139-3p,ENSMUSG00000030088,Q8R0Y6,107747
chr6,90598921,90598995,75,+,14576,peak108855,Aldh1l1,NA,NA,NA,Aldh1l1,Aldh1l1,FALSE,NA,utr3,Aldh1l1,0.6278203371414156,0.3013501844302266,miR-125ab-5p/351-5p,"miR-27-3p, miR-27-3p",NA,NA,ENSMUSG00000030088,Q8R0Y6,107747
chr6,91487463,91487519,57,+,7301,peak108867,Tmem43,NA,NA,NA,Tmem43,NA,FALSE,NA,utr3,Tmem43,0.10242084858064905,1.2790071036999615,miR-21-3p,"miR-194-5p, miR-30a-3p/30d-3p/30e-3p",NA,NA,ENSMUSG00000030095,Q9DBS1,74122
chr6,91723285,91723335,51,+,8343,peak108887,Slc6a6,Slc6a6,Slc6a6,NA,NA,NA,FALSE,NA,utr5,Slc6a6,0.16836160119077115,0.8183112332635063,NA,NA,NA,"miR-25-3p/32-5p/92-3p/363-3p/367-3p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000030096,O35316,21366
chr6,91756721,91756778,58,+,16365,peak108926,Slc6a6,NA,NA,NA,Slc6a6,NA,FALSE,NA,utr3,Slc6a6,0.2188482487582185,0.8328228037018834,NA,miR-146ab-5p,NA,miR-186-5p,ENSMUSG00000030096,O35316,21366
chr6,92170475,92170531,57,+,6780,peak108962,Nr2c2,Nr2c2,NA,NA,Nr2c2,Nr2c2,FALSE,NA,utr3,Nr2c2,0.37613188122866137,0.5590469720362853,miR-200-3p/429-3p,NA,NA,"miR-674-5p, miR-28-3p",ENSMUSG00000005893,P49117,22026
chr6,97232453,97232510,58,+,5426,peak108972,Arl6ip5,NA,NA,NA,NA,NA,FALSE,NA,exon,Arl6ip5,0.4093927445850614,0.45962163420389857,NA,NA,NA,"miR-155-5p, miR-181a-1-3p/181c-3p",ENSMUSG00000035199,Q8R5J9,65106
chr6,100866031,100866084,54,+,2002,peak108988,Ppp4r2,Ppp4r2,NA,NA,NA,NA,FALSE,NA,exon,Ppp4r2,0.09531677752089754,-1.7730093340870412,NA,NA,NA,NA,ENSMUSG00000052144,Q0VGB7,232314
chr6,100866194,100866242,49,+,3907,peak108989,Ppp4r2,Ppp4r2,NA,NA,NA,NA,FALSE,NA,exon,Ppp4r2,0.08512070425688292,1.7326613849561299,NA,NA,NA,NA,ENSMUSG00000052144,Q0VGB7,232314
chr6,108665520,108665579,60,+,5182,peak109024,Bhlhe40,NA,NA,NA,Bhlhe40,NA,FALSE,NA,utr3,Bhlhe40,0.0688061155402184,1.2681463139812845,NA,NA,"miR-362-5p, miR-501-5p, miR-484",NA,ENSMUSG00000030103,O35185,20893
chr6,108666583,108666704,122,+,6395,peak109034,Bhlhe40,NA,NA,NA,Bhlhe40,NA,FALSE,NA,utr3,Bhlhe40,0.2680520153248585,0.7035637947241542,miR-181-5p,miR-141-3p,NA,"miR-205-5p, miR-340-5p",ENSMUSG00000030103,O35185,20893
chr6,108848705,108848751,47,+,28493,peak109053,Edem1,Edem1,NA,NA,NA,NA,FALSE,NA,exon,Edem1,0.35232790986838297,0.40879961676982046,miR-205-5p,NA,NA,"miR-484, miR-25-3p/32-5p/92-3p/363-3p/367-3p",ENSMUSG00000030104,Q925U4,192193
chr6,108857247,108857303,57,+,4250,peak109072,Edem1,NA,NA,NA,Edem1,NA,FALSE,NA,utr3,Edem1,0.5694130932245234,-0.3064193089475141,NA,NA,miR-200-3p/429-3p,NA,ENSMUSG00000030104,Q925U4,192193
chr6,108859124,108859183,60,+,17249,peak109084,Edem1,NA,NA,NA,Edem1,NA,FALSE,NA,utr3,Edem1,0.14351418837476096,0.943954416732914,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,miR-652-3p,miR-27-3p,ENSMUSG00000030104,Q925U4,192193
chr6,113106027,113106084,58,+,7192,peak109105,Setd5,Setd5,NA,NA,NA,NA,FALSE,NA,exon,Setd5,0.4818564853673439,0.4237032497930188,NA,NA,NA,miR-151-3p,ENSMUSG00000034269,Q5XJV7,72895
chr6,113106534,113106593,60,+,12327,peak109107,Setd5,Setd5,NA,NA,NA,NA,FALSE,NA,exon,Setd5,0.0900801314471702,1.6179337657139514,NA,NA,NA,NA,ENSMUSG00000034269,Q5XJV7,72895
chr6,113151750,113151814,65,+,10557,peak109142,Setd5,NA,NA,NA,Setd5,NA,FALSE,NA,utr3,Setd5,0.46486855777188374,0.5238392168954654,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,"miR-484, miR-139-5p, miR-139-5p, miR-221-3p/222-3p, miR-139-3p, miR-31-5p",ENSMUSG00000034269,Q5XJV7,72895
chr6,113152072,113152126,55,+,7942,peak109146,Setd5,NA,NA,NA,Setd5,NA,FALSE,NA,utr3,Setd5,0.2766405710609862,0.7145070339557925,NA,miR-28-5p/708-5p,NA,miR-31-5p,ENSMUSG00000034269,Q5XJV7,72895
chr6,113152196,113152251,56,+,6891,peak109147,Setd5,NA,NA,NA,Setd5,NA,FALSE,NA,utr3,Setd5,0.24125270097783572,0.8668721519853427,NA,miR-193-3p,miR-27-3p,NA,ENSMUSG00000034269,Q5XJV7,72895
chr6,113152376,113152432,57,+,44239,peak109148,Setd5,NA,NA,NA,Setd5,NA,FALSE,NA,utr3,Setd5,0.0994855119681339,1.108260073567221,NA,NA,NA,miR-27-3p,ENSMUSG00000034269,Q5XJV7,72895
chr6,113265442,113265494,53,+,43398,peak109159,Mtmr14,Mtmr14,NA,NA,Mtmr14,NA,FALSE,NA,utr3,Mtmr14,0.03157528246454825,1.3809086378500917,NA,"miR-196-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000030269,Q8VEL2,97287
chr6,113384127,113384179,53,+,9857,peak109175,Arpc4,Arpc4,NA,NA,NA,NA,FALSE,NA,exon,Arpc4,0.38867161592993993,0.5921981869809612,NA,NA,miR-186-5p,NA,ENSMUSG00000079426,P59999,68089
chr6,113694527,113694582,56,+,19834,peak109238,Irak2,NA,NA,NA,Irak2,Irak2,FALSE,NA,utr3,Irak2,0.505999074413978,0.3774564208309588,miR-200ab-5p,NA,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-146ab-5p",ENSMUSG00000060477,Q8CFA1,108960
chr6,113694609,113694640,32,+,4849,peak109239,Irak2,NA,NA,NA,Irak2,Irak2,FALSE,NA,utr3,Irak2,0.8582735940939873,0.1214415764599155,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,ENSMUSG00000060477,Q8CFA1,108960
chr6,115392823,115392887,65,+,6032,peak109266,NA,Pparg,NA,NA,NA,NA,FALSE,NA,intron,Pparg,0.195832084406854,1.1490864135988492,NA,NA,NA,NA,ENSMUSG00000033871 ENSMUSG00000000440,Q8VHJ7 P37238,170826 19016
chr6,115427990,115428047,58,+,11750,peak109277,NA,Pparg,NA,NA,NA,NA,FALSE,NA,intron,Pparg,0.7987731876596953,0.26964993043267976,NA,NA,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-16-2-3p",ENSMUSG00000033871 ENSMUSG00000000440,Q8VHJ7 P37238,170826 19016
chr6,117907104,117907163,60,+,10218,peak109330,Hnrnpf,Hnrnpf,Hnrnpf,Hnrnpf,NA,NA,FALSE,NA,utr5,Hnrnpf,0.07831283920534765,1.0620015362604314,NA,NA,miR-34-5p/449-5p,"miR-182-5p, miR-96-5p, miR-29-3p",ENSMUSG00000042079,Q9Z2X1,98758
chr6,117917522,117917604,83,+,7955,peak109337,Hnrnpf,Hnrnpf,Hnrnpf,Hnrnpf,NA,NA,FALSE,NA,utr5,Hnrnpf,0.3121922558564613,0.7553214584875666,NA,NA,NA,miR-196-5p,ENSMUSG00000042079,Q9Z2X1,98758
chr6,117919099,117919156,58,+,10489,peak109338,Hnrnpf,Hnrnpf,Hnrnpf,Hnrnpf,NA,NA,FALSE,NA,utr5,Hnrnpf,0.5857168461317652,0.7884152148677326,NA,miR-532-5p,miR-186-5p,"miR-194-5p, miR-141-3p",ENSMUSG00000042079,Q9Z2X1,98758
chr6,120364195,120364255,61,+,28525,peak109362,Kdm5a,NA,Kdm5a,Kdm5a,NA,NA,FALSE,NA,utr5,Kdm5a,0.5475337467820881,0.40195440351045353,NA,NA,NA,miR-27-3p,ENSMUSG00000030180,Q3UXZ9,214899
chr6,120439946,120440014,69,+,4288,peak109384,Kdm5a,NA,NA,NA,Kdm5a,NA,FALSE,NA,utr3,Kdm5a,0.07527444155897889,1.6215134122353445,NA,NA,NA,NA,ENSMUSG00000030180,Q3UXZ9,214899
chr6,124715954,124716006,53,+,21938,peak109486,Phb2,NA,NA,NA,NA,NA,FALSE,NA,exon,Phb2,0.5890849941375219,0.4662898474040186,NA,NA,NA,NA,ENSMUSG00000004264,O35129,12034
chr6,124935798,124935854,57,+,39080,peak109508,Mlf2,NA,NA,NA,Mlf2,Mlf2,FALSE,NA,utr3,Mlf2,0.2276777060907735,0.8862424055546184,miR-146ab-5p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-26-5p",ENSMUSG00000030120,Q99KX1,30853
chr6,125048463,125048524,62,+,4085,peak109526,Ing4,NA,NA,Acrbp,Ing4,Ing4,FALSE,NA,utr3,Ing4,0.09675200578732127,1.205150728495038,NA,miR-106-3p,NA,NA,ENSMUSG00000030330,Q8C0D7,28019
chr6,125048576,125048638,63,+,15581,peak109527,Ing4,NA,NA,Acrbp,Ing4,Ing4,FALSE,NA,utr3,Ing4,0.05913217969228924,1.2929675424050526,NA,NA,miR-103-3p/107-3p,"miR-193-3p, miR-185-5p, miR-185-5p, miR-29-3p",ENSMUSG00000030330,Q8C0D7,28019
chr6,125048715,125048776,62,+,8377,peak109528,Ing4,NA,NA,Acrbp,Ing4,Ing4,FALSE,NA,utr3,Ing4,0.090312612710731,0.9996971199707178,NA,"miR-17-5p/20-5p/93-5p/106-5p, miR-324-3p",miR-423-5p,miR-18-3p/7069-3p,ENSMUSG00000030330,Q8C0D7,28019
